mail.ru,false
amazonaws.com,false
twitter.com,false
bing.com,false
skype.com,false
x.com,false
spotify.com,false
venmo.com,
yandex.net,false
wordpress.com,false
europa.eu,false
gravatar.com,false
xiaomi.com,false
adobe.io,false
twitch.tv,
uber.com,false
canva.com,false
roku.com,false
imdb.com,false
yandex.com,false
openai.com,false
stripe.com,false
ok.ru,false
autodesk.com,false
moe.video,false
launchdarkly.com,false
ea.com,false
ibm.com,true
steampowered.com,false
weebly.com,false
amazon.co.uk,false
dnsmadeeasy.com,false
tradingview.com,false
slack.com,false
issuu.com,false
ezvizlife.com,false
smartadserver.com,false
mi.com,false
aliyun.com,false
amplitude.com,false
netangels.ru,false
cloudns.net,false
globo.com,false
indeed.com,false
ngenix.net,true
wp.com,false
amazon.de,false
calendly.com,false
steamcommunity.com,false
duolingo.com,false
expireddomains.com,false
cdnvideo.ru,false
giphy.com,false
imgsmail.ru,false
speedtest.net,false
mcafee.com,false
behance.net,false
shein.com,true
notamedia.ru,false
stackoverflow.com,false
consultant.ru,false
time.com,false
usatoday.com,false
timeweb.ru,false
oup.com,false
trendmicro.com,true
shopee.com.br,false
nintendo.com,false
typeform.com,false
squarespace.com,false
ikea.com,false
rutube.ru,false
jotform.com,false
fontawesome.com,false
conviva.com,false
amazon.fr,false
wattpad.com,false
deepl.com,false
bitrix24.ru,true
otto.de,false
verisign.com,false
asus.com,false
ring.com,false
aniview.com,false
box.com,false
amazon.es,false
amazonvideo.com,false
pki.goog,false
deviantart.com,false
optimizely.com,false
